EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5352204,GENESEE (ZONE), ,04/04/2003,1500,Ice Storm, , ,0,0,750000,50000,NY,EST, ,1150414,Z,11,BUF,0,0,NEWSPAPER, , , , , , , , ,04/04/2003,1500, , , , ,"","Low pressure over Illinois brought a mix of wintry weather to parts of the Genesee Valley, the Finger Lakes and the North Country. Across the North Country the precipitation mainly fell as snow mixed with sleet at times. Nine to twelve inches accumulated over  the higher elevations. Across the Genesee Valley and the Finger Lakes, the precipitation fell mainly as freezing rain. Up to an inch of ice accumulation was measured. Hardest hit areas were eastern Monroe, Wayne and northern Cayuga counties. A Federal Disaster Declaration included Livingston, Monroe, northern Cayuga, Ontario, Orleans, Oswego, and Wayne counties. The heavy ice accumulation downed trees, limbs and power and telephone lines. Over 175000 customers lost power. In some cases power outages lasted for up to one week. Schools and businesses closed for several days. Over 100 shelters were opened to house people without utilities. The falling trees and power poles produced a significant amount of damage to structures and automobiles. In Cato, northern Cayuga county, a sixty-year-old woman was killed when an ice-laden maple tree fell onto and crushed the pickup truck she was sitting in. Agriculturally, fruit trees were severely damaged, especially the tart cherry trees in Wayne county.",98
5353003,NORTHERN ONEIDA (ZONE), ,04/04/2003,1600,Ice Storm, , ,0,0,4000000,0,NY,EST, ,1150408,Z,9,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,1000, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",99
5353004,ONONDAGA (ZONE), ,04/04/2003,1700,Ice Storm, , ,0,0,7000000,0,NY,EST, ,1150408,Z,18,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,800, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",100
5351275,SOUTHERN ONEIDA (ZONE), ,04/04/2003,1700,Ice Storm, , ,0,0,3000000,0,NY,EST, ,1150408,Z,37,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,1000, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",101
5353002,MADISON (ZONE), ,04/04/2003,1700,Ice Storm, , ,0,0,3000000,0,NY,EST, ,1150408,Z,36,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,1000, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",102
5353007,SENECA (ZONE), ,04/04/2003,2200,Ice Storm, , ,0,0,2000000,0,NY,EST, ,1150408,Z,16,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,400, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",103
5353006,SCHUYLER (ZONE), ,04/04/2003,2200,Ice Storm, , ,0,0,2000000,0,NY,EST, ,1150408,Z,23,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,300, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",104
5351277,YATES (ZONE), ,04/04/2003,2200,Ice Storm, , ,0,0,2000000,0,NY,EST, ,1150408,Z,15,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,1000, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",105
5353008,SOUTHERN CAYUGA (ZONE), ,04/04/2003,2200,Ice Storm, , ,0,0,2000000,0,NY,EST, ,1150408,Z,17,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,600, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",106
5351276,STEUBEN (ZONE), ,04/04/2003,2200,Ice Storm, , ,0,0,500000,0,NY,EST, ,1150408,Z,22,BGM,0,0,EMERGENCY MANAGER, , , , , , , , ,04/05/2003,100, , , , ,"","A stationary front was west to east across Pennsylvania during the 3rd and 4th of April.  Areas of low pressure moved along the front bringing precipitation to upstate New York.  A large area of high pressure, centered over Hudson Bay Canada helped to keep cold air at the surface.  The morning of the 5th low pressure moved northeast to Erie, Pennsylvania then to northeast New York that evening.  A trailing cold front brought with it an end to the precipitation from west to east.  Patchy freezing rain was across these counties first the night of the 3rd into the 4th.   At this time the freezing rain was most widespread in Northern Oneida County.  Steady widespread freezing rain started during the day of the 4th across Oneida, Onondaga, and Madison Counties.  During the evening of the 4th colder air spread further south into the Finger Lakes and northern Susquehanna Region.  This changed moderate rain to freezing rain in these areas especially at the higher elevations.  Across northern Oneida County the freezing rain changed to snow.  The snow accumulated up to five inches.  Ice accumulations were mostly a quarter to half an inch with a few locations up to an inch.  The Schuyler County Emergency Manager reported an inch of ice across most of the county.  Tens of thousands of electricity customers were without power, some for up to a week.  States of emergencies were declared for most of these counties.  A federal disaster was declared by President Bush in Onondaga, Cayuga, Chenango, Oneida, and Yates Counties.",107
5352206,LIVINGSTON (ZONE), ,04/05/2003,200,Ice Storm, , ,0,0,1000000,150000,NY,EST, ,1150414,Z,13,BUF,0,0,NEWSPAPER, , , , , , , , ,04/05/2003,200, , , , ,"","Low pressure over Illinois brought a mix of wintry weather to parts of the Genesee Valley, the Finger Lakes and the North Country. Across the North Country the precipitation mainly fell as snow mixed with sleet at times. Nine to twelve inches accumulated over  the higher elevations. Across the Genesee Valley and the Finger Lakes, the precipitation fell mainly as freezing rain. Up to an inch of ice accumulation was measured. Hardest hit areas were eastern Monroe, Wayne and northern Cayuga counties. A Federal Disaster Declaration included Livingston, Monroe, northern Cayuga, Ontario, Orleans, Oswego, and Wayne counties. The heavy ice accumulation downed trees, limbs and power and telephone lines. Over 175000 customers lost power. In some cases power outages lasted for up to one week. Schools and businesses closed for several days. Over 100 shelters were opened to house people without utilities. The falling trees and power poles produced a significant amount of damage to structures and automobiles. In Cato, northern Cayuga county, a sixty-year-old woman was killed when an ice-laden maple tree fell onto and crushed the pickup truck she was sitting in. Agriculturally, fruit trees were severely damaged, especially the tart cherry trees in Wayne county.",108
5352207,ONTARIO (ZONE), ,04/05/2003,200,Ice Storm, , ,0,0,3000000,600000,NY,EST, ,1150414,Z,14,BUF,0,0,NEWSPAPER, , , , , , , , ,04/05/2003,200, , , , ,"","Low pressure over Illinois brought a mix of wintry weather to parts of the Genesee Valley, the Finger Lakes and the North Country. Across the North Country the precipitation mainly fell as snow mixed with sleet at times. Nine to twelve inches accumulated over  the higher elevations. Across the Genesee Valley and the Finger Lakes, the precipitation fell mainly as freezing rain. Up to an inch of ice accumulation was measured. Hardest hit areas were eastern Monroe, Wayne and northern Cayuga counties. A Federal Disaster Declaration included Livingston, Monroe, northern Cayuga, Ontario, Orleans, Oswego, and Wayne counties. The heavy ice accumulation downed trees, limbs and power and telephone lines. Over 175000 customers lost power. In some cases power outages lasted for up to one week. Schools and businesses closed for several days. Over 100 shelters were opened to house people without utilities. The falling trees and power poles produced a significant amount of damage to structures and automobiles. In Cato, northern Cayuga county, a sixty-year-old woman was killed when an ice-laden maple tree fell onto and crushed the pickup truck she was sitting in. Agriculturally, fruit trees were severely damaged, especially the tart cherry trees in Wayne county.",109
5482776,ORANGE (ZONE), ,12/16/2005,500,Ice Storm, , ,0,0,0,0,NY,EST, ,1202605,Z,67,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,12/16/2005,500, , , , ,"","
Low pressure over the southeast U.S. on the morning of December 15th tracked northeast and was located near New York City at 7 am on December 16th.  A mixture of snow, sleet, and freezing began during the evening hours of the 15th and quickly changed to freezing rain.  The freezing rain persisted for 6 to 8 hours before it changed to rain.

A trained spotter in Middletown reported 0.50 inches of ice accumulation with roadways glazed over.  Many traffic accidents occurred.",110
9295,CHEMUNG (ZONE), ,01/14/2007,2300,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,24,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1030, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",111
9293,STEUBEN (ZONE), ,01/14/2007,2300,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,22,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1030, , , , ,"Over one-half inch of ice accumulated on trees, roads and other surfaces. Many tree branches were broken off with scattered power outages reported.","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",112
9288,TOMPKINS (ZONE), ,01/15/2007,0,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,25,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1030, , , , ,"Nearly one-half inch of ice accumulated on surfaces. Trees were broken from the weight of the ice. Many cars went off the roads.","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",113
9291,SCHUYLER (ZONE), ,01/15/2007,0,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,23,BGM,0,0,Law Enforcement, , , , , , , , ,01/15/2007,1030, , , , ,"The weight of the ice brought down trees on power lines with power outages|reported across the northern half of the county.","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",114
9290,YATES (ZONE), ,01/15/2007,0,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,15,BGM,0,0,Law Enforcement, , , , , , , , ,01/15/2007,1230, , , , ,"Power lines and transformers were brought down across various parts of the county.","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",115
9289,SENECA (ZONE), ,01/15/2007,0,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,16,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1230, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",116
9284,CHENANGO (ZONE), ,01/15/2007,100,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,45,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1030, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",117
9283,CORTLAND (ZONE), ,01/15/2007,130,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,44,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1030, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",118
9278,SOUTHERN CAYUGA (ZONE), ,01/15/2007,130,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,17,BGM,0,3,Trained Spotter, , , , , , , , ,01/15/2007,1200, , , , ,"Ice coated trees and limbs fell on power lines in spotty areas across the county. A 3 fatality motor vehicle accident was blamed on the icy road conditions.","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",119
9285,DELAWARE (ZONE), ,01/15/2007,130,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,57,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1030, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",120
9276,MADISON (ZONE), ,01/15/2007,200,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,36,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1200, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",121
9277,ONONDAGA (ZONE), ,01/15/2007,200,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,18,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1200, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",122
9275,SOUTHERN ONEIDA (ZONE), ,01/15/2007,230,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,37,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1500, , , , ,"","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",123
9628,NORTHERN WASHINGTON (ZONE), ,01/15/2007,300,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1949,Z,43,ALY,0,0,Trained Spotter, , , , , , , , ,01/16/2007,400, , , , ,"A low pressure system over the midwest moved east, reaching south central New York State around midday on Monday, January 15th, and then moved off the southern New England coast by Monday evening.|Cold low level air remained in place as precipitation overspread the region early Monday morning, producing a mix of freezing rain and some sleet. Significant icing, with ice accretions of one half of an inch, to up to one inch, occurred from the freezing rain during Monday, leading to widespread power outages from downed trees and tree limbs, and from power transformers which shorted out. Although the freezing rain tapered off Monday evening, strengthening winds in the wake of the storm continued to down tree limbs and exacerbate power outages across the region into Monday night.|This ice storm had a significant impact on travel and economy across the region. Estimates of 85,000 customers were affected by power outages at the height of the ice storm Monday afternoon and evening. Some of these customers did not receive power back until Thursday, January 18th.","A low pressure system over the midwest moved east, reaching south central New York State around midday on Monday, January 15th, and then moved off the southern New England coast by Monday evening. Cold low level air remained in place as precipitation overspread the region early Monday morning, producing a mix of freezing rain and some sleet. Significant icing occurred from the freezing rain during Monday, leading to widespread power outages from downed trees and tree limbs, and from power transformers which shorted out. Although the freezing rain tapered off Monday evening, strengthening winds in the wake of the storm continued to down tree limbs and exacerbate power outages across the region into Monday night.|This ice storm had a significant impact on travel and economy across the region, with areas immediately north of the Mohawk River, including the Saratoga Springs and Lake George regions, and the western Mohawk Valley being hardest hit.|Estimates of 85,000 customers were affected by power outages at the height of the ice storm Monday afternoon and evening in New York State, with the majority of outages in Saratoga county. Some of these customers did not receive power back until Thursday, January 18th.",124
9274,NORTHERN ONEIDA (ZONE), ,01/15/2007,300,Ice Storm, , ,0,0,0,0,NY,EST-5, ,1876,Z,9,BGM,0,0,Trained Spotter, , , , , , , , ,01/15/2007,1500, , , , ,"Up to one half inch of ice accumulated on trees, wires and other untreated surfaces.","A low pressure system moved northeast into the Ohio Valley and spread a mix of snow and sleet into upstate New York after midnight on the 15th. The snow and sleet changed to freezing rain across most of the area during the morning. The precipitation changed over to all rain across the Finger Lakes and south central New York around midday. However, freezing rain continued to fall across the Mohawk Valley and Southern Tug Hill Plateau through the early afternoon hours. Total ice accumulations ranged from one-half to three-quarters of an inch in many locations. The weight of the ice brought down trees and power lines in scattered localities. Roads also became very slippery and travel was impacted.",125
